iteracao,salario_medio,preco_medio,produzidos,consumidos,contratados,demitidos,estoques,capital medio,riqueza media,media_disp_prod_trab,desemprego_percent,base_monetaria,empresas_ativas,produtividade_total,salario_improdutivo,salario_produtivo
200,2042.67,60.0146,18761,12517,382,393,472606,881151,5632.18,60.6303,0.236,2.04391e+07,20,24651,1879.06,2233.93
201,2043.83,59.5644,18967,13738,384,382,477835,882852,5564.12,60.2323,0.232,2.04391e+07,20,24651,1890.39,2209.18
202,2039.11,58.858,19046,15652,386,384,481229,889637,5292.76,59.7753,0.228,2.04391e+07,20,24651,1866.49,2209.22
203,2046.02,58.4598,19318,11462,392,386,489085,883051,5556.18,59.4229,0.216,2.04391e+07,20,24651,1882.53,2225.32
204,2048.15,57.8139,18836,13000,383,392,494921,881601,5614.17,59.0127,0.234,2.04391e+07,20,24651,1872.64,2226.12
205,2049.39,57.3726,19243,13638,389,383,500526,881171,5631.36,58.5589,0.222,2.04391e+07,20,24651,1873.93,2232.8
206,2055.65,56.7929,18891,14376,381,389,505041,882864,5563.64,58.0729,0.238,2.04391e+07,20,24651,1886.1,2238.69
207,2042.29,56.249,19071,13511,388,381,510601,881294,5626.46,57.6062,0.224,2.04391e+07,20,24651,1868.55,2241.21
208,2039.58,55.7961,19088,12897,388,388,516792,877944,5760.47,57.1453,0.224,2.04391e+07,20,24651,1883.78,2198.58
209,2049.8,55.2536,18812,13496,379,388,522108,876467,5819.53,56.6535,0.242,2.04391e+07,20,24651,1874.84,2231.16
210,2034.17,54.499,19095,13471,390,379,527732,873769,5927.48,56.1627,0.22,2.04391e+07,20,24651,1872.23,2201.93
211,2052.14,54.2024,19219,13702,388,390,533249,871174,6031.27,55.635,0.224,2.04391e+07,20,24651,1890.74,2206.3
212,2032.8,53.498,18833,15828,384,388,536254,874256,5907.96,55.0329,0.232,2.04391e+07,20,24651,1895.65,2206.17
213,2050.51,52.8935,19284,14643,390,384,540895,873118,5953.52,54.4694,0.22,2.04391e+07,20,24651,1895.94,2208.19
214,2043.76,52.2366,19028,16374,387,390,543549,876300,5826.23,53.8356,0.226,2.04391e+07,20,24651,1900,2198.35
215,2054.3,51.6938,18897,15181,381,387,547265,876539,5816.65,53.2434,0.238,2.04391e+07,20,24651,1892.14,2223.19
216,2049.56,51.0444,19267,14699,391,381,551833,874138,5912.7,52.6711,0.218,2.04391e+07,20,24651,1897.3,2206.68
217,2051.55,50.2478,18970,16765,383,391,554038,877360,5783.8,52.018,0.234,2.04391e+07,20,24651,1887.14,2200.22
218,2042.82,49.8069,19095,16567,388,383,556566,878722,5729.33,51.3622,0.224,2.04391e+07,20,24651,1900.56,2208.41
219,2043.53,49.0053,19077,17916,387,388,557727,883394,5542.44,50.6692,0.226,2.04391e+07,20,24651,1878.72,2191.44
220,2054.51,48.4919,19012,16263,384,387,560476,883492,5538.53,50.0333,0.232,2.04391e+07,20,24651,1898.99,2214.44
221,2035.58,47.8767,18599,17265,380,384,561810,886191,5430.58,49.366,0.24,2.04391e+07,20,24651,1889.3,2182
222,2046.32,47.0754,19364,18306,391,380,562868,889373,5303.29,48.6714,0.218,2.04391e+07,20,24651,1894.79,2215.17
223,2050,46.5022,19093,14765,386,391,567196,884025,5517.24,48.1082,0.228,2.04391e+07,20,24651,1890.57,2250.98
224,2038.93,45.8333,18888,16643,384,386,569441,883162,5551.72,47.4759,0.232,2.04391e+07,20,24651,1883.04,2204.62
225,2055.75,45.1681,19085,15920,385,384,572606,879748,5688.31,46.8729,0.23,2.04391e+07,20,24651,1886.84,2215.43
226,2046.1,44.3126,19315,18054,392,385,573867,879680,5691,46.2023,0.216,2.04391e+07,20,24651,1891.58,2218.08
227,2036.81,43.4937,18919,17943,385,392,574843,879948,5680.32,45.5424,0.23,2.04391e+07,20,24651,1878.45,2180.33
228,2041.43,42.9226,18872,19218,383,385,574497,882264,5587.66,44.8335,0.234,2.04391e+07,20,24651,1885.49,2217.18
229,2037.06,42.4889,19032,20222,388,383,573307,885681,5450.97,44.0957,0.224,2.04391e+07,20,24651,1893.64,2193.1
230,2050.15,41.8092,19138,16179,386,388,576266,880079,5675.06,43.5232,0.228,2.04391e+07,20,24651,1901.65,2207.71
231,2040.08,40.623,19015,20019,385,386,575262,881891,5602.56,42.8408,0.23,2.04391e+07,20,24651,1887.32,2197.29
232,2038.75,40.2669,19156,17525,388,385,576893,877791,5766.57,42.2261,0.224,2.04391e+07,20,24651,1896.57,2175.42
233,2038.28,39.1383,18937,22644,384,388,573186,883704,5530.06,41.4741,0.232,2.04391e+07,20,24651,1883.15,2203.1
234,2035.72,39.1709,19219,19925,391,384,572480,882764,5567.65,40.7934,0.218,2.04391e+07,20,24651,1886.13,2198.28
235,2051.74,38.2264,18706,19811,378,391,571375,882328,5585.11,40.1624,0.244,2.04391e+07,20,24651,1870.88,2227.19
236,2044.26,37.65,19077,21420,386,378,569032,883213,5549.7,39.4828,0.228,2.04391e+07,20,24651,1878.39,2230.72
237,2043.35,37.092,19143,23363,389,386,564812,886971,5399.39,38.7612,0.222,2.04391e+07,20,24651,1883.52,2215.87
238,2045.49,36.4931,18958,21395,385,389,562375,886799,5406.27,38.1227,0.23,2.04391e+07,20,24651,1876.19,2229.31
239,2036,35.9868,19007,21270,385,385,560112,885833,5444.89,37.5023,0.23,2.04391e+07,20,24651,1885.42,2199.95
240,2053.32,35.2854,19325,20992,391,385,558445,882869,5563.45,36.9135,0.218,2.04391e+07,20,24651,1895.15,2224.31
241,2051.88,34.7168,18875,25270,382,391,552050,887586,5374.77,36.2199,0.236,2.04391e+07,20,24651,1877.72,2225.49
242,2055.35,34.023,19155,19912,388,382,551293,881890,5602.61,35.6991,0.224,2.04391e+07,20,24651,1885.3,2235.67
243,2040.23,33.4551,18767,23926,381,388,546134,883091,5554.56,35.084,0.238,2.04391e+07,20,24651,1893.27,2215.5
244,2036.5,32.9288,19258,21539,390,381,543853,879152,5712.13,34.5522,0.22,2.04391e+07,20,24651,1863.09,2187.73
245,2049.12,32.2446,18921,25938,385,390,536836,881916,5601.59,33.9362,0.23,2.04391e+07,20,24651,1884.82,2216.6
246,2039.69,31.9176,19092,25445,389,385,530483,882849,5564.27,33.3496,0.222,2.04391e+07,20,24651,1886.27,2196.83
247,2040.31,31.3837,18928,26441,383,389,522970,885280,5467.02,32.7775,0.234,2.04391e+07,20,24651,1882.82,2211.02
248,2039.21,30.8374,19044,25108,387,383,516906,884768,5487.49,32.2646,0.226,2.04391e+07,20,24651,1876.79,2215.6
249,2046.15,30.4621,19078,22887,386,387,513097,880568,5655.48,31.812,0.228,2.04391e+07,20,24651,1878.84,2200.12
250,2039.01,30.0718,18680,28537,380,386,503240,884716,5489.59,31.2767,0.24,2.04391e+07,20,24651,1883.33,2196.72
251,2038.64,29.7031,19305,21811,391,380,500734,877194,5790.47,30.891,0.218,2.04391e+07,20,24651,1891.92,2207.73
252,2036.74,29.1252,18749,28237,382,391,491246,879724,5689.25,30.4224,0.236,2.04391e+07,20,24651,1873.23,2211.48
253,2043.49,29.0262,19220,24776,390,382,485690,875856,5843.97,30.0238,0.22,2.04391e+07,20,24651,1883.54,2196.59
254,2048.26,28.723,19202,27220,388,390,477672,875020,5877.42,29.62,0.224,2.04391e+07,20,24651,1885.88,2199.17
255,2051.27,28.3588,18967,29857,383,388,466782,878056,5755.96,29.2154,0.234,2.04391e+07,20,24651,1885.8,2223.59
256,2045.36,28.1207,19029,25874,388,383,459937,874757,5887.93,28.8939,0.224,2.04391e+07,20,24651,1881.59,2214.86
257,2047.13,27.9822,19154,31376,386,388,447715,878861,5723.79,28.5375,0.228,2.04391e+07,20,24651,1887.9,2227.06
258,2054.72,27.8248,19292,28080,388,386,438927,877889,5762.64,28.259,0.224,2.04391e+07,20,24651,1882.13,2229.9
259,2032.05,27.6077,19012,31704,388,388,426235,881883,5602.89,27.9923,0.224,2.04391e+07,20,24651,1888.17,2194.23
260,2048.43,27.6272,18639,31750,376,388,413124,886997,5398.36,27.7694,0.248,2.04391e+07,20,24651,1881.39,2224.57
261,2029.82,27.4074,19451,23156,397,376,409419,878394,5742.47,27.6446,0.206,2.04391e+07,20,24651,1883.46,2193.7
262,2047.84,27.5848,18822,32938,381,397,395303,884335,5504.8,27.4875,0.238,2.04391e+07,20,24651,1873.69,2232.53
263,2040.71,27.4064,18870,28338,385,381,385835,884170,5511.43,27.4133,0.23,2.04391e+07,20,24651,1882.91,2187.33
264,2033.15,27.6733,18639,28521,381,385,375953,884418,5501.51,27.3621,0.238,2.04391e+07,20,24651,1877.45,2219.74
265,2061.5,27.6781,19534,23354,391,381,372133,876275,5827.2,27.3547,0.218,2.04391e+07,20,24651,1889.41,2243.55
266,2043.53,27.7126,18951,28099,386,391,362985,875787,5846.74,27.3722,0.228,2.04391e+07,20,24651,1861.59,2221.65
267,2033.28,28.014,18991,28334,388,386,353642,875532,5856.93,27.4225,0.224,2.04391e+07,20,24651,1890.3,2218.31
268,2039.19,28.4776,18804,29628,384,388,342818,877532,5776.92,27.5195,0.232,2.04391e+07,20,24651,1894.62,2229.52
269,2039.9,28.8147,19467,25280,393,384,337005,873410,5941.83,27.645,0.214,2.04391e+07,20,24651,1877.73,2181.67
270,2037.04,29.0262,18662,31811,380,393,323856,880531,5656.97,27.8685,0.24,2.04391e+07,20,24651,1869.84,2208.94
271,2042.69,29.1832,18754,24130,382,380,318480,876340,5824.62,28.083,0.236,2.04391e+07,20,24651,1898.6,2216.47
272,2048.81,29.9739,19284,26459,390,382,311305,875148,5872.29,28.3312,0.22,2.04391e+07,20,24651,1890.48,2220.29
273,2042.7,30.3307,19283,28422,390,390,302166,877911,5761.76,28.6736,0.22,2.04391e+07,20,24651,1874.07,2214.35
274,2045.97,30.4121,18909,26028,382,390,295047,878155,5752.01,29.0473,0.236,2.04391e+07,20,24651,1887.38,2212.39
275,2052.47,31.5103,19073,25237,386,382,288883,877471,5779.39,29.4128,0.228,2.04391e+07,20,24651,1872.93,2231.6
276,2043.03,31.627,19083,24247,389,386,283719,875643,5852.49,29.8442,0.222,2.04391e+07,20,24651,1893.27,2197.77
277,2037.4,32.6965,18812,24825,383,389,277706,876029,5837.05,30.2876,0.234,2.04391e+07,20,24651,1888.76,2191.33
278,2040.16,33.0159,19197,24920,388,383,271983,876919,5801.45,30.8152,0.224,2.04391e+07,20,24651,1899.27,2192.59
279,2049.52,33.5676,19034,24502,386,388,266515,877936,5760.79,31.3725,0.228,2.04391e+07,20,24651,1887.44,2228.56
280,2053.34,34.1769,18989,22888,383,386,262616,877154,5792.06,31.9285,0.234,2.04391e+07,20,24651,1886.83,2229.38
281,2041.32,35.1125,19142,22935,388,383,258823,876879,5803.06,32.5127,0.224,2.04391e+07,20,24651,1891.88,2223.89
282,2048.64,36.0189,18993,25194,382,388,252622,881927,5601.14,33.2149,0.236,2.04391e+07,20,24651,1894.81,2227.52
283,2050.81,36.3871,19092,20608,388,382,251106,879401,5702.19,33.8447,0.224,2.04391e+07,20,24651,1874.88,2223.25
284,2040.41,37.0771,18926,21683,384,388,248349,879755,5688,34.519,0.232,2.04391e+07,20,24651,1879.14,2212.56
285,2029.4,37.6997,18879,18559,384,384,248669,875336,5864.77,35.1131,0.232,2.04391e+07,20,24651,1877.63,2183.05
286,2039.82,38.8378,19586,22113,397,384,246142,877383,5782.9,35.84,0.206,2.04391e+07,20,24651,1874.82,2214.61
287,2029.19,39.1291,18465,21403,377,397,243204,880586,5654.77,36.6031,0.246,2.04391e+07,20,24651,1884.67,2190.9
288,2045.41,40.1429,19355,19646,392,377,242913,879281,5706.98,37.3002,0.216,2.04391e+07,20,24651,1889.44,2211.71
289,2040.45,41.0303,18947,21466,386,392,240394,883242,5548.52,38.1004,0.228,2.04391e+07,20,24651,1884.84,2211.49
290,2048.89,41.7692,18967,19212,385,386,240149,883503,5538.1,38.8441,0.23,2.04391e+07,20,24651,1880.49,2205.7
291,2041.39,42.7164,18866,17573,381,385,241442,881158,5631.9,39.5188,0.238,2.04391e+07,20,24651,1894.77,2219.17
292,2033.04,43.046,19434,16181,396,381,244695,875315,5865.63,40.1613,0.208,2.04391e+07,20,24651,1889.39,2193.18
293,2043.96,43.8924,18607,20652,377,396,242650,881236,5628.78,40.9678,0.246,2.04391e+07,20,24651,1893.13,2233.53
294,2044.45,44.4184,19142,20173,387,377,241619,886164,5431.68,41.8013,0.226,2.04391e+07,20,24651,1880.05,2207.82
295,2031.45,45.7718,19006,18325,387,387,242300,887744,5368.47,42.5319,0.226,2.04391e+07,20,24651,1872.93,2210.21
296,2048.45,45.5912,18898,14422,382,387,246776,881449,5620.28,43.1529,0.236,2.04391e+07,20,24651,1884.38,2211.53
297,2029.82,46.3687,18990,16014,387,382,249752,878968,5719.5,43.7847,0.226,2.04391e+07,20,24651,1883.18,2193.42
298,2031.13,47.2601,19175,16176,391,387,252751,876954,5800.06,44.4062,0.218,2.04391e+07,20,24651,1880.69,2207.95
299,2045.88,47.7626,18942,17377,383,391,254316,878701,5730.18,45.0832,0.234,2.04391e+07,20,24651,1877.35,2219.94
300,2044.94,48.1379,19164,16896,387,383,256584,879597,5694.35,45.7437,0.226,2.04391e+07,20,24651,1887,2209.61
301,2044.87,48.6165,19144,15745,389,387,259983,877785,5766.8,46.3383,0.222,2.04391e+07,20,24651,1891.98,2204.63
302,2040.1,49.1366,18746,17035,379,389,261694,880534,5656.85,46.9703,0.242,2.04391e+07,20,24651,1894.19,2218.26
303,2036.6,49.8548,19407,14269,393,379,266832,875763,5847.71,47.4735,0.214,2.04391e+07,20,24651,1869.45,2215.41
304,2041.68,50.3619,18819,16309,382,393,269342,877523,5777.3,48.0405,0.236,2.04391e+07,20,24651,1872.53,2230.94
305,2046.53,50.8053,19267,14867,389,382,273742,875290,5866.62,48.5422,0.222,2.04391e+07,20,24651,1875.48,2218.83
306,2038.78,51.1256,18837,17700,385,389,274879,880932,5640.95,49.1301,0.23,2.04391e+07,20,24651,1877.24,2212.82
307,2041.33,51.5601,19255,14044,391,385,280090,877003,5798.1,49.5752,0.218,2.04391e+07,20,24651,1881.98,2206.11
308,2032.07,52.3612,18685,19315,381,391,279460,888244,5348.45,50.1662,0.238,2.04391e+07,20,24651,1879.32,2207.69
309,2043.19,52.2758,18927,13838,384,381,284549,885143,5472.48,50.6079,0.232,2.04391e+07,20,24651,1886.04,2206.51
310,2032.1,52.7534,19141,13950,390,384,289740,882014,5597.66,51.0026,0.22,2.04391e+07,20,24651,1881.23,2209.37
311,2045.36,53.0758,18935,13849,384,390,294826,879265,5707.63,51.3728,0.232,2.04391e+07,20,24651,1882.81,2212.41
312,2031.02,53.362,18821,13822,383,384,299825,877120,5793.42,51.7185,0.234,2.04391e+07,20,24651,1879.55,2183.06
313,2035.36,53.5694,19030,15033,386,383,303822,877737,5768.76,52.0737,0.228,2.04391e+07,20,24651,1883.86,2203.95
314,2042.72,53.8422,19085,14402,387,386,308505,876773,5807.32,52.3882,0.226,2.04391e+07,20,24651,1881.8,2215.86
315,2043.71,54.0773,19398,13994,392,387,313909,874474,5899.25,52.67,0.216,2.04391e+07,20,24651,1878.47,2208.69
316,2038.41,54.145,18802,14142,380,392,318569,873902,5922.13,52.934,0.24,2.04391e+07,20,24651,1877.37,2206.56
317,2042.08,54.2466,19079,14143,387,380,323505,872834,5964.87,53.1722,0.226,2.04391e+07,20,24651,1874.62,2197.58
318,2033.26,54.7078,18991,16315,385,387,326181,878033,5756.89,53.4104,0.23,2.04391e+07,20,24651,1873.66,2171.28
319,2043.58,54.8455,19089,14527,387,385,330743,878133,5752.91,53.6159,0.226,2.04391e+07,20,24651,1876.86,2207.46
320,2040.57,54.7915,19092,14589,388,387,335246,878306,5745.99,53.807,0.224,2.04391e+07,20,24651,1874.4,2230.63
321,2047.9,54.7751,18814,14837,381,388,339223,879834,5684.85,53.9766,0.238,2.04391e+07,20,24651,1869.48,2240.03
322,2039.9,55.0352,19392,16190,391,381,342425,884198,5510.29,54.1323,0.218,2.04391e+07,20,24651,1880.02,2210.92
323,2035.29,55.0956,18539,13931,378,391,347033,883877,5523.15,54.2525,0.244,2.04391e+07,20,24651,1878.89,2225.62
324,2040.65,55.0248,19410,12486,391,378,353957,878121,5753.37,54.3421,0.218,2.04391e+07,20,24651,1884.36,2210.19
325,2038.37,55.0313,18781,14934,383,391,357804,880050,5676.21,54.4171,0.234,2.04391e+07,20,24651,1868.3,2225.91
326,2044.95,54.9455,19330,12417,392,383,364717,874000,5918.21,54.4626,0.216,2.04391e+07,20,24651,1887.93,2227.06
327,2032.49,54.9973,18571,15231,378,392,368057,877326,5785.16,54.485,0.244,2.04391e+07,20,24651,1886.11,2185.3
328,2042.47,54.8591,19268,14590,389,378,372735,877518,5777.5,54.4969,0.222,2.04391e+07,20,24651,1888.53,2202.04
329,2046.85,54.7028,19517,12809,393,389,379443,872421,5981.39,54.4865,0.214,2.04391e+07,20,24651,1886.24,2198.43
330,2035.03,54.685,18915,15902,383,393,382456,876945,5800.41,54.4415,0.234,2.04391e+07,20,24651,1879.35,2187.18
331,2030.07,54.3479,19065,16365,387,383,385156,882146,5592.36,54.3949,0.226,2.04391e+07,20,24651,1865.47,2202.18
332,2034.17,54.5636,18653,15460,378,387,388349,885862,5443.74,54.3146,0.244,2.04391e+07,20,24651,1868.92,2185.75
333,2051.3,54.2811,19231,12211,389,378,395369,879200,5710.23,54.252,0.222,2.04391e+07,20,24651,1881.72,2230.97
334,2046.09,54.0298,19087,16774,385,389,397682,885093,5474.49,54.1386,0.23,2.04391e+07,20,24651,1882.2,2216.98
335,2042.82,54.103,19143,14611,388,385,402214,884736,5488.77,54.0142,0.224,2.04391e+07,20,24651,1885.88,2220.18
336,2041.05,53.903,19105,13889,388,388,407430,882497,5578.35,53.888,0.224,2.04391e+07,20,24651,1887.7,2215.93
337,2043.31,53.8159,19251,13572,389,388,413109,879084,5714.88,53.741,0.222,2.04391e+07,20,24651,1879.06,2225.08
338,2045.35,53.4128,18665,16224,376,389,415550,883927,5521.13,53.5591,0.248,2.04391e+07,20,24651,1886.44,2196.04
339,2045.23,53.2505,19409,13680,393,376,421279,880011,5677.79,53.3857,0.214,2.04391e+07,20,24651,1887.05,2222.69
340,2022.48,52.7743,18684,16230,381,393,423733,884469,5499.46,53.1735,0.238,2.04391e+07,20,24651,1885.35,2149.03
341,2037.13,52.6563,19295,14119,392,381,428909,881727,5609.15,52.9656,0.216,2.04391e+07,20,24651,1883.63,2199.84
342,2032.27,52.3045,18799,14906,382,392,432802,881674,5611.25,52.7379,0.236,2.04391e+07,20,24651,1901.58,2195.06
343,2028.3,52.0397,19081,14760,390,382,437123,880359,5663.87,52.497,0.22,2.04391e+07,20,24651,1891.99,2189.73
344,2051.68,51.9235,19075,14483,383,390,441715,878522,5737.33,52.2401,0.234,2.04391e+07,20,24651,1900.16,2203.91
345,2043.68,51.3983,19151,14708,387,383,446158,876797,5806.32,51.9814,0.226,2.04391e+07,20,24651,1887.64,2205.29
346,2034.12,51.2024,18994,16442,381,387,448710,880018,5677.49,51.6647,0.238,2.04391e+07,20,24651,1869.77,2200.95
347,2037.22,50.8145,19433,12593,394,381,455550,872093,5994.52,51.4203,0.212,2.04391e+07,20,24651,1874.14,2189.91
348,2046.78,50.2168,18880,17085,383,394,457345,875831,5844.99,51.0766,0.234,2.04391e+07,20,24651,1886.98,2223.24
349,2025.83,49.9261,18799,20510,383,383,455634,887991,5358.56,50.6514,0.234,2.04391e+07,20,24651,1881.58,2205.75
350,2038.99,49.522,19170,13884,391,383,460920,882759,5567.85,50.3681,0.218,2.04391e+07,20,24651,1873.05,2214.16
351,2039.2,49.2193,18694,16300,379,391,463314,884339,5504.65,50.0168,0.242,2.04391e+07,20,24651,1873.78,2221.18
352,2032.45,48.9485,19359,15536,394,379,467137,882089,5594.66,49.6749,0.212,2.04391e+07,20,24651,1888.21,2208.98
353,2050.31,48.4478,18885,16717,381,394,469305,883669,5531.46,49.3061,0.238,2.04391e+07,20,24651,1884.63,2232.66
354,2043.17,48.1053,19190,14319,389,381,474176,878236,5748.78,48.9803,0.222,2.04391e+07,20,24651,1881.66,2232.16
355,2044.86,47.679,19146,15647,387,389,477675,875979,5839.05,48.6154,0.226,2.04391e+07,20,24651,1881.75,2219.92
356,2029.27,47.1475,18883,17520,385,387,479038,878363,5743.71,48.2046,0.23,2.04391e+07,20,24651,1872.83,2192.4
357,2031.18,46.6284,18835,18952,382,385,478921,884094,5514.48,47.7605,0.236,2.04391e+07,20,24651,1872.34,2168.84
358,2038.88,46.3941,19074,17493,387,382,480502,885209,5469.86,47.3413,0.226,2.04391e+07,20,24651,1893.93,2215.34
359,2049.71,45.9989,19217,18092,388,387,481627,887215,5389.63,46.9136,0.224,2.04391e+07,20,24651,1885.1,2198.2
360,2039.53,45.6371,19081,16327,388,388,484381,885011,5477.8,46.5246,0.224,2.04391e+07,20,24651,1881.09,2207.25
361,2031.18,44.9798,18793,17016,383,388,486158,884584,5494.87,46.1277,0.234,2.04391e+07,20,24651,1892.87,2178.83
362,2028.8,44.7574,19021,17878,387,383,487301,885327,5465.12,45.6919,0.226,2.04391e+07,20,24651,1885.04,2191.11
363,2037.47,44.379,18847,17179,384,387,488969,884250,5508.24,45.2785,0.232,2.04391e+07,20,24651,1886.26,2216.46
364,2039.21,43.7372,18915,16601,384,384,491283,881620,5613.42,44.8877,0.232,2.04391e+07,20,24651,1877.89,2216.55
365,2031.28,43.5644,19053,15715,388,384,494621,876428,5821.11,44.4976,0.224,2.04391e+07,20,24651,1879.98,2184.64
366,2028.2,42.8558,19005,20566,386,388,493060,881307,5625.94,44.0096,0.228,2.04391e+07,20,24651,1893.66,2196.59
367,2045.48,42.3261,19191,16833,387,386,495418,877492,5778.52,43.6106,0.226,2.04391e+07,20,24651,1883.2,2222.06
368,2041.64,42.0358,19227,18065,391,387,496580,875652,5852.15,43.1717,0.218,2.04391e+07,20,24651,1881.32,2194.97
369,2025.82,41.5919,18586,20129,379,391,495037,879099,5714.27,42.6919,0.242,2.04391e+07,20,24651,1879.96,2198.96
370,2036.55,41.1119,19239,21016,390,379,493260,882668,5571.52,42.2042,0.22,2.04391e+07,20,24651,1872.24,2219.51
371,2029.97,40.5086,18742,21538,382,390,490464,887704,5370.06,41.7212,0.236,2.04391e+07,20,24651,1877.05,2191.48
372,2031.67,40.3366,19115,16243,389,382,493336,880803,5646.09,41.3497,0.222,2.04391e+07,20,24651,1904.3,2179.79
373,2039.52,39.8378,19160,18720,388,389,493776,878543,5736.5,40.9345,0.224,2.04391e+07,20,24651,1895.56,2186.9
374,2035.08,39.3127,19133,20541,387,388,492368,879618,5693.5,40.485,0.226,2.04391e+07,20,24651,1886.96,2175.3
375,2028.1,38.9824,18807,22125,383,387,489050,884037,5516.75,40.0048,0.234,2.04391e+07,20,24651,1896.58,2153.77
376,2039.38,38.6323,19062,21364,386,383,486748,885859,5443.84,39.5559,0.228,2.04391e+07,20,24651,1906.69,2191.46
377,2034.58,38.2261,18881,17521,384,386,488108,880307,5665.96,39.1974,0.232,2.04391e+07,20,24651,1884.69,2216.05
378,2040.31,37.8017,19021,21215,385,384,485914,881124,5633.25,38.7676,0.23,2.04391e+07,20,24651,1881.91,2200.94
379,2021.77,37.3015,19042,19774,386,385,485182,878988,5718.71,38.38,0.228,2.04391e+07,20,24651,1880.96,2180.21
380,2041.26,36.941,19248,21429,390,386,483001,878769,5727.44,37.9637,0.22,2.04391e+07,20,24651,1883.07,2211.97
381,2042.9,36.6911,18686,22197,378,390,479490,880707,5649.96,37.5401,0.244,2.04391e+07,20,24651,1884.76,2206.26
382,2035.74,36.0829,19276,19320,392,378,479446,875827,5845.15,37.1957,0.216,2.04391e+07,20,24651,1899.6,2190.58
383,2031.47,35.8266,19256,22370,391,392,476332,876038,5836.69,36.7903,0.218,2.04391e+07,20,24651,1890.03,2197.87
384,2043.09,35.4132,18763,22502,380,391,472593,877130,5793,36.403,0.24,2.04391e+07,20,24651,1886.74,2214.15
385,2039.11,35.2027,19107,20995,385,380,470705,874826,5885.2,36.0482,0.23,2.04391e+07,20,24651,1891.79,2178.67
386,2022.8,34.7581,19019,26935,387,385,462789,882156,5591.98,35.6253,0.226,2.04391e+07,20,24651,1899.2,2180.22
387,2032.46,34.6237,19126,23475,389,387,458440,883224,5549.27,35.2708,0.222,2.04391e+07,20,24651,1882.46,2183.58
388,2030.12,34.299,18812,21641,381,389,455611,881763,5607.68,34.9651,0.238,2.04391e+07,20,24651,1879.91,2182.94
389,2028.5,33.9368,19189,22612,391,381,452188,880399,5662.27,34.6618,0.218,2.04391e+07,20,24651,1894.51,2163.93
390,2033.04,33.9024,18855,27411,385,391,443632,887379,5383.06,34.3042,0.23,2.04391e+07,20,24651,1896.1,2197.64
391,2035.25,33.4548,18998,22805,387,385,439825,886197,5430.36,34.0476,0.226,2.04391e+07,20,24651,1903.29,2178.83
392,2037.17,33.2984,19020,23844,385,387,435001,886811,5405.78,33.7842,0.23,2.04391e+07,20,24651,1884.96,2191.19
393,2027.92,33.0781,19071,19652,388,385,434420,879869,5683.44,33.581,0.224,2.04391e+07,20,24651,1905.4,2171.38
394,2035.57,32.8606,18719,26473,380,388,426666,884754,5488.07,33.3225,0.24,2.04391e+07,20,24651,1878.83,2190.33
395,2030.72,32.708,19296,20821,394,380,425141,878705,5730,33.1356,0.212,2.04391e+07,20,24651,1899.51,2182.49
396,2035.83,32.6982,18627,25973,378,394,417795,882495,5578.4,32.9137,0.244,2.04391e+07,20,24651,1880.15,2200.23
397,2034.55,32.5808,19391,22331,394,378,414855,878583,5734.9,32.7477,0.212,2.04391e+07,20,24651,1891.01,2196.18
398,2037.32,32.3915,18738,26063,379,394,407530,882287,5586.74,32.5768,0.242,2.04391e+07,20,24651,1874.35,2189
399,2032.5,32.434,18930,24293,386,379,402167,882322,5585.34,32.4342,0.228,2.04391e+07,20,24651,1891.37,2172.58
400,2030.97,32.3614,19529,25094,395,386,396602,882718,5569.5,32.3166,0.21,2.04391e+07,20,24651,1880.97,2192.91
401,2039.67,32.3434,18832,25191,380,395,390243,884707,5489.96,32.2202,0.24,2.04391e+07,20,24651,1872.98,2194.9
402,2034.1,32.3892,18903,25624,385,380,383522,886593,5414.51,32.1488,0.23,2.04391e+07,20,24651,1896.6,2212.08
403,2030.88,32.3467,19047,23380,386,385,379189,885112,5473.73,32.1104,0.228,2.04391e+07,20,24651,1873.79,2189.59
404,2041.45,32.4248,19091,25647,387,386,372633,887024,5397.25,32.0884,0.226,2.04391e+07,20,24651,1882.49,2215.97
405,2041.97,32.5446,19005,25003,385,387,366635,888190,5350.64,32.0938,0.23,2.04391e+07,20,24651,1865.65,2224.09
406,2039.82,32.5749,19011,22345,386,385,363301,884820,5485.43,32.1215,0.228,2.04391e+07,20,24651,1879.26,2239.92
407,2038.34,32.6911,19056,25594,388,386,356763,886939,5400.67,32.1744,0.224,2.04391e+07,20,24651,1885.53,2183.82
408,2031.88,32.8226,18852,20984,384,388,354631,881938,5600.71,32.2339,0.232,2.04391e+07,20,24651,1883.69,2207.87
409,2045.92,33.1672,19110,28993,386,384,344748,890052,5276.13,32.3462,0.228,2.04391e+07,20,24651,1882.49,2215.46
410,2032.78,33.2763,19099,22929,386,386,340918,888709,5329.86,32.4744,0.228,2.04391e+07,20,24651,1871.97,2197.93
411,2039.82,33.2154,19009,20353,384,386,339574,883159,5551.85,32.6059,0.232,2.04391e+07,20,24651,1878.85,2214.6
412,2034.03,33.6103,19496,21491,397,384,337579,878566,5735.57,32.7351,0.206,2.04391e+07,20,24651,1869.8,2223.33
413,2037.92,34.0361,18474,23944,377,397,332109,880262,5667.72,32.8982,0.246,2.04391e+07,20,24651,1867.05,2230.19
