iteracao,salario_medio,preco_medio,produzidos,consumidos,contratados,demitidos,estoques,capital medio,riqueza media,media_disp_prod_trab,desemprego_percent,base_monetaria,empresas_ativas,produtividade_total,salario_improdutivo,salario_produtivo
208,2049.82,55.0921,18793,16395,378,393,524036,854202,5664.64,56.3202,0.244,1.99164e+07,20,24796,1882.33,2206.76
209,2035.95,54.4942,19044,15067,386,378,528013,855974,5593.76,55.7601,0.228,1.99164e+07,20,24796,1891.14,2202.61
210,2064.46,53.7335,19292,14182,385,386,533123,854566,5650.07,55.2338,0.23,1.99164e+07,20,24796,1892.41,2244.43
211,2020.98,53.1291,19064,13847,388,385,538340,852260,5742.29,54.7072,0.224,1.99164e+07,20,24796,1888.55,2182.79
212,2045.65,52.6683,19070,14282,384,388,543128,850776,5801.68,54.1501,0.232,1.99164e+07,20,24796,1881.14,2221.63
213,2052.71,51.8616,19243,14815,387,384,547556,849559,5850.36,53.5799,0.226,1.99164e+07,20,24796,1895.5,2234.93
214,2046.42,51.3257,19433,15992,390,387,550997,850868,5797.97,52.9463,0.22,1.99164e+07,20,24796,1887.9,2218.71
215,2054.83,50.6166,18982,17768,381,390,552211,856983,5553.41,52.2491,0.238,1.99164e+07,20,24796,1882.15,2218.37
216,2039.9,50.0065,19148,15833,387,381,555526,857090,5549.11,51.6291,0.226,1.99164e+07,20,24796,1899.09,2215.76
217,2052.93,49.641,19279,14540,390,387,560265,853031,5711.46,51.0493,0.22,1.99164e+07,20,24796,1894.14,2248.35
218,2045.57,48.7448,19151,16771,386,390,562645,854583,5649.38,50.3985,0.228,1.99164e+07,20,24796,1887.25,2211.37
219,2048.46,48.0952,19089,16729,385,386,565005,855468,5614,49.7429,0.23,1.99164e+07,20,24796,1896.59,2196.22
220,2047.01,47.5348,19195,16437,387,385,567763,854866,5638.07,49.0985,0.226,1.99164e+07,20,24796,1898.78,2211.89
221,2045.98,46.7186,18704,16227,379,387,570240,854406,5656.48,48.4724,0.242,1.99164e+07,20,24796,1892.8,2201.42
222,2039.25,45.9485,19196,20290,386,379,569146,861469,5373.95,47.6948,0.228,1.99164e+07,20,24796,1903.67,2203.64
223,2046.77,45.4449,19537,15253,394,386,573430,855964,5594.16,47.1092,0.212,1.99164e+07,20,24796,1887.23,2223.41
224,2043.26,44.3651,19189,19068,388,394,573551,859092,5469.02,46.4014,0.224,1.99164e+07,20,24796,1889.65,2208.52
225,2046.46,43.9809,18825,17090,379,388,575286,858126,5507.69,45.7516,0.242,1.99164e+07,20,24796,1880.57,2209.17
226,2055.61,43.356,19424,15942,390,379,578768,853010,5712.33,45.158,0.22,1.99164e+07,20,24796,1874.48,2254.97
227,2045.48,42.7078,19088,15528,385,390,582328,846862,5958.22,44.584,0.23,1.99164e+07,20,24796,1883.25,2230.69
228,2036.2,41.5558,18948,17661,384,385,583615,844953,6034.58,43.9522,0.232,1.99164e+07,20,24796,1879.9,2225.48
229,2034.78,41.0997,19128,22964,387,384,579779,852932,5715.45,43.1135,0.226,1.99164e+07,20,24796,1877.43,2194.02
230,2053.51,40.6089,18830,19145,380,387,579464,853042,5711.05,42.4303,0.24,1.99164e+07,20,24796,1877.5,2245.35
231,2036.15,39.7833,19545,15502,394,380,583507,844056,6070.48,41.9006,0.212,1.99164e+07,20,24796,1872.06,2225.14
232,2059.94,39.2118,19057,21294,379,394,581270,846983,5953.39,41.1635,0.242,1.99164e+07,20,24796,1875.54,2240.71
233,2048.98,38.3324,19605,19879,393,379,580996,845356,6018.45,40.5028,0.214,1.99164e+07,20,24796,1876.18,2224.7
234,2053.96,37.9276,19173,20704,385,393,579465,845249,6022.74,39.808,0.23,1.99164e+07,20,24796,1882.65,2241.47
235,2040.57,36.5846,18712,27338,377,385,570839,857479,5533.57,38.9617,0.246,1.99164e+07,20,24796,1876.43,2219.39
236,2040.7,36.5644,19397,21807,391,377,568429,857506,5532.49,38.2728,0.218,1.99164e+07,20,24796,1881.85,2215.85
237,2040.89,35.9706,19242,22965,387,391,564706,859174,5465.76,37.5889,0.226,1.99164e+07,20,24796,1889.59,2222.74
238,2038.66,35.2978,18954,23053,384,387,560607,860737,5403.24,36.929,0.232,1.99164e+07,20,24796,1886.44,2222.02
239,2046.04,34.6657,19155,17581,385,384,562181,851996,5752.86,36.4401,0.23,1.99164e+07,20,24796,1892.57,2213.8
240,2053.65,34.054,19517,22108,392,385,559590,849569,5849.94,35.8321,0.216,1.99164e+07,20,24796,1893.61,2240.59
241,2029.41,33.4775,18963,22488,385,392,556065,848125,5907.72,35.2323,0.23,1.99164e+07,20,24796,1893.77,2205.51
242,2046.49,32.9975,19108,26985,385,385,548188,853053,5710.59,34.5354,0.23,1.99164e+07,20,24796,1883.84,2239.57
243,2045.96,32.4463,19218,21393,389,385,546013,848032,5911.41,34.0102,0.222,1.99164e+07,20,24796,1885.8,2220.2
244,2039.07,31.8088,19073,26673,387,389,538413,850879,5797.56,33.3822,0.226,1.99164e+07,20,24796,1880.19,2239.1
245,2057.42,31.5034,19352,29219,386,387,528546,857141,5547.07,32.717,0.228,1.99164e+07,20,24796,1893.67,2213.29
246,2044.93,30.7276,18758,27230,379,386,520074,860646,5406.89,32.1547,0.242,1.99164e+07,20,24796,1886.09,2201.46
247,2027.81,30.3333,19019,26003,386,379,513090,860885,5397.31,31.6367,0.228,1.99164e+07,20,24796,1888.61,2204.17
248,2042.44,30.0232,19368,25694,390,386,506764,859468,5453.99,31.1504,0.22,1.99164e+07,20,24796,1881.58,2226.54
249,2043.44,29.6752,19087,28457,384,390,497394,862387,5337.25,30.6431,0.232,1.99164e+07,20,24796,1879.68,2223.65
250,2046.43,29.1764,19092,27824,386,384,488662,863504,5292.55,30.1899,0.228,1.99164e+07,20,24796,1878.55,2239.31
251,2040.19,28.8938,18952,24279,385,386,483335,859050,5470.7,29.8143,0.23,1.99164e+07,20,24796,1888.38,2238.36
252,2042.6,28.4734,19200,27148,388,385,475387,858199,5504.77,29.4245,0.224,1.99164e+07,20,24796,1868,2248.46
253,2050.89,28.1901,19291,26241,387,388,468437,855651,5606.65,29.0709,0.226,1.99164e+07,20,24796,1863.13,2227.7
254,2038.51,27.9684,19287,27948,391,387,459776,854927,5635.64,28.7215,0.218,1.99164e+07,20,24796,1876.85,2195.79
255,2036.57,27.8514,18676,30969,377,391,447483,859386,5457.26,28.3712,0.246,1.99164e+07,20,24796,1896.38,2189.72
256,2043.69,27.7215,19207,28090,387,377,438600,858489,5493.17,28.0929,0.226,1.99164e+07,20,24796,1883.57,2229.29
257,2043.01,27.3175,19513,22802,395,387,435311,849457,5854.44,27.8995,0.21,1.99164e+07,20,24796,1880.4,2199.99
258,2059.18,27.1892,18972,28774,379,395,425509,849509,5852.36,27.6654,0.242,1.99164e+07,20,24796,1889.58,2235.29
259,2042.8,27.4559,18950,33327,382,379,411132,855656,5606.46,27.4314,0.236,1.99164e+07,20,24796,1887.72,2217.35
260,2033.66,27.2855,19257,26793,390,382,403596,852220,5743.92,27.299,0.22,1.99164e+07,20,24796,1890.68,2197.84
261,2049.83,27.3288,19157,30179,386,390,392574,853695,5684.91,27.1798,0.228,1.99164e+07,20,24796,1878.62,2215.17
262,2030.73,27.201,19098,28251,387,386,383421,852797,5720.83,27.1156,0.226,1.99164e+07,20,24796,1888.14,2184.73
263,2054.21,27.3875,19135,29658,383,387,372898,853723,5683.8,27.0792,0.234,1.99164e+07,20,24796,1895.73,2228.23
264,2046.53,27.289,19553,24335,392,383,368116,846675,5965.7,27.0889,0.216,1.99164e+07,20,24796,1892.42,2220.76
265,2043.47,27.6212,18883,30076,382,392,356923,849094,5868.94,27.1198,0.236,1.99164e+07,20,24796,1875.68,2211.25
266,2036.3,28.0443,19013,31651,385,382,344285,853882,5677.43,27.2136,0.23,1.99164e+07,20,24796,1894.07,2183.89
267,2043.2,28.1519,19076,26875,383,385,336486,852119,5747.94,27.3516,0.234,1.99164e+07,20,24796,1905.43,2216.75
268,2043.69,28.693,19705,25160,395,383,331031,847243,5942.98,27.4956,0.21,1.99164e+07,20,24796,1883.07,2218.89
269,2041.32,28.9278,18851,29328,383,395,320554,850369,5817.95,27.7248,0.234,1.99164e+07,20,24796,1881.11,2184.94
270,2039.95,29.5487,19002,31012,383,383,308544,856299,5580.74,28.0266,0.234,1.99164e+07,20,24796,1883.39,2236.38
271,2041.61,30.0848,19605,26771,395,383,301378,855375,5617.7,28.3479,0.21,1.99164e+07,20,24796,1892.18,2216.03
272,2036.39,30.1637,18748,26551,379,395,293575,856420,5575.91,28.7318,0.242,1.99164e+07,20,24796,1892.59,2212.12
273,2038.91,30.8073,18912,25056,381,379,287431,855540,5611.12,29.116,0.238,1.99164e+07,20,24796,1886.83,2219.02
274,2036.89,31.3455,19220,25819,387,381,280832,856191,5585.05,29.5691,0.226,1.99164e+07,20,24796,1895.03,2189
275,2039.36,32.2435,18978,24650,385,387,275160,855800,5600.73,30.029,0.23,1.99164e+07,20,24796,1888.16,2211.44
276,2040.8,32.4387,19425,22168,392,385,272417,851471,5773.87,30.5039,0.216,1.99164e+07,20,24796,1884.41,2227.34
277,2038.57,33.3429,18802,25777,380,392,265442,855026,5631.69,31.0697,0.24,1.99164e+07,20,24796,1879.31,2190.91
278,2033.85,33.9116,19066,22715,386,380,261793,853629,5687.57,31.6257,0.228,1.99164e+07,20,24796,1895.04,2209.06
279,2032.96,34.9602,19191,22629,388,386,258355,852934,5715.36,32.1953,0.224,1.99164e+07,20,24796,1866.02,2199
280,2033.69,35.1315,19170,22959,387,388,254566,853681,5685.47,32.8517,0.226,1.99164e+07,20,24796,1876.72,2200.13
281,2040.36,35.9151,19086,22281,387,387,251371,853758,5682.39,33.4979,0.226,1.99164e+07,20,24796,1882.01,2218.6
282,2038.14,36.6931,19057,19406,384,387,251022,849857,5838.44,34.0803,0.232,1.99164e+07,20,24796,1882.82,2212.84
283,2041.83,37.5357,19286,22267,387,384,248041,851494,5772.97,34.7789,0.226,1.99164e+07,20,24796,1884.47,2184.05
284,2039.42,38.118,19337,19528,390,387,247850,848482,5893.42,35.4198,0.22,1.99164e+07,20,24796,1876.36,2203.16
285,2054.26,39.0585,19284,21762,386,390,245372,850585,5809.32,36.1473,0.228,1.99164e+07,20,24796,1875.33,2230.61
286,2036.41,39.4645,18932,18755,383,386,245549,848204,5904.55,36.8097,0.234,1.99164e+07,20,24796,1880.43,2217.97
287,2040.38,40.7342,18957,23957,382,383,240549,856937,5555.22,37.6702,0.236,1.99164e+07,20,24796,1901.73,2216.46
288,2047.85,41.2908,19220,18107,385,382,241662,854091,5669.05,38.3611,0.23,1.99164e+07,20,24796,1892.22,2227.69
289,2039.68,42.1058,19291,18765,390,385,242188,853246,5702.89,39.0762,0.22,1.99164e+07,20,24796,1875.73,2221.52
290,2038.08,43.3963,19013,22328,385,390,238873,861435,5375.31,39.945,0.23,1.99164e+07,20,24796,1871.76,2191.46
291,2040.85,43.2889,19245,17845,388,385,240273,860099,5428.75,40.7079,0.224,1.99164e+07,20,24796,1876.91,2231.83
292,2039.85,43.9664,19095,17981,384,388,241387,860081,5429.46,41.4428,0.232,1.99164e+07,20,24796,1882.5,2211.32
293,2032.45,44.688,19144,15246,388,384,245285,854488,5653.2,42.0537,0.224,1.99164e+07,20,24796,1880.94,2209.91
294,2051.33,45.113,19368,13958,389,388,250695,845991,5993.05,42.6022,0.222,1.99164e+07,20,24796,1879.35,2224.56
295,2039.79,46.1337,18747,18500,378,389,250942,849527,5851.65,43.2977,0.244,1.99164e+07,20,24796,1875.06,2212.67
296,2034.74,46.4268,19330,16802,390,378,253470,848473,5893.81,43.9567,0.22,1.99164e+07,20,24796,1885.98,2213.76
297,2037.26,47.2039,19146,17944,385,390,254672,851011,5792.28,44.6344,0.23,1.99164e+07,20,24796,1884.47,2209.22
298,2039.52,47.8309,19345,17177,390,385,256840,851885,5757.31,45.2859,0.22,1.99164e+07,20,24796,1886.98,2203.19
299,2043.77,48.3614,19040,16794,384,390,259086,852973,5713.78,45.9175,0.232,1.99164e+07,20,24796,1887.21,2208.79
300,2045.93,48.9226,19170,18353,387,384,259903,857785,5521.32,46.6061,0.226,1.99164e+07,20,24796,1893.36,2231.09
301,2035.19,49.4043,19028,16244,385,387,262687,858448,5494.81,47.2081,0.23,1.99164e+07,20,24796,1876.98,2204.15
302,2034.86,49.7871,19013,14775,385,385,266925,856033,5591.41,47.7424,0.23,1.99164e+07,20,24796,1879.99,2189.58
303,2041.89,50.2361,19266,14310,389,385,271881,852388,5737.2,48.2354,0.222,1.99164e+07,20,24796,1873.3,2214.2
304,2035.25,50.9565,19128,16335,386,389,274674,854123,5667.79,48.7652,0.228,1.99164e+07,20,24796,1882.47,2231.47
305,2039.21,51.2801,19074,14843,385,386,278905,852719,5723.97,49.2432,0.23,1.99164e+07,20,24796,1881.04,2213.76
306,2039.64,51.356,19232,14150,389,385,283987,849315,5860.11,49.684,0.222,1.99164e+07,20,24796,1875.48,2208.03
307,2039.59,51.9799,18919,16247,383,389,286659,852019,5751.94,50.1442,0.234,1.99164e+07,20,24796,1888.15,2224.92
308,2044.2,52.3341,19159,14716,385,383,291102,850990,5793.12,50.5522,0.23,1.99164e+07,20,24796,1868.55,2224.61
309,2038.54,52.5877,19050,13251,384,385,296901,846430,5975.5,50.8976,0.232,1.99164e+07,20,24796,1872.41,2245.23
310,2032.08,52.877,18813,15328,383,384,300386,847937,5915.24,51.2713,0.234,1.99164e+07,20,24796,1869.7,2231.09
311,2026.93,53.4021,19137,15450,388,383,304073,849433,5855.4,51.619,0.224,1.99164e+07,20,24796,1880.9,2176.32
312,2044.97,53.4255,19195,14022,386,388,309246,847232,5943.43,51.9314,0.228,1.99164e+07,20,24796,1884.71,2226.48
313,2046.51,53.7335,19282,14419,389,386,314109,845817,6000.04,52.2136,0.222,1.99164e+07,20,24796,1885.72,2227.56
314,2031.47,53.8967,19205,16949,387,389,316365,851824,5759.76,52.5325,0.226,1.99164e+07,20,24796,1865.51,2206.6
315,2041.64,53.9208,19078,15848,386,387,319595,855222,5623.82,52.8199,0.228,1.99164e+07,20,24796,1875.71,2204.8
316,2034.08,54.0016,19001,15027,381,386,323569,856935,5555.32,53.0707,0.238,1.99164e+07,20,24796,1879.17,2211.68
317,2048.07,54.4729,19240,13572,389,381,329237,853777,5681.65,53.2581,0.222,1.99164e+07,20,24796,1886.44,2236.19
318,2032.56,54.5178,19037,15643,384,389,332631,857209,5544.36,53.4688,0.232,1.99164e+07,20,24796,1872.78,2204.74
319,2033.63,54.5536,18925,14422,384,384,337134,857253,5542.6,53.6435,0.232,1.99164e+07,20,24796,1883.97,2220.46
320,2038.96,54.6577,19253,16153,386,384,340234,861732,5363.44,53.816,0.228,1.99164e+07,20,24796,1881.81,2209.52
321,2051.83,54.551,19507,11102,390,386,348639,852063,5750.21,53.9201,0.22,1.99164e+07,20,24796,1876.33,2230.05
322,2030.91,54.7104,19140,15439,386,390,352340,854751,5642.67,54.0198,0.228,1.99164e+07,20,24796,1890.9,2212.04
323,2031.56,54.6803,19182,13671,388,386,357851,852612,5728.21,54.094,0.224,1.99164e+07,20,24796,1889.83,2187.23
324,2038.57,54.6807,19031,15055,382,388,361827,854717,5644.03,54.1509,0.236,1.99164e+07,20,24796,1873.4,2212.57
325,2044.82,54.6277,18957,14250,382,382,366534,854499,5652.77,54.1871,0.236,1.99164e+07,20,24796,1881.83,2225.34
326,2047.13,54.4205,19511,12562,392,382,373483,848483,5893.39,54.2033,0.216,1.99164e+07,20,24796,1876.78,2232.46
327,2037.21,54.6706,19113,15192,386,392,377404,850294,5820.95,54.1761,0.228,1.99164e+07,20,24796,1888.36,2216.71
328,2037.97,54.4764,19370,13881,389,386,382893,848374,5897.74,54.1487,0.222,1.99164e+07,20,24796,1874.58,2219.81
329,2040.62,54.3387,19000,15482,383,389,386411,851328,5779.59,54.0934,0.234,1.99164e+07,20,24796,1882.36,2195.81
330,2040.58,54.064,19218,15991,387,383,389638,854796,5640.87,54.0264,0.226,1.99164e+07,20,24796,1891.51,2231.28
331,2036.37,53.8944,19038,16367,387,387,392309,859567,5450.03,53.9392,0.226,1.99164e+07,20,24796,1871.43,2225.48
332,2035.97,53.9327,19291,13488,387,387,398112,856396,5576.88,53.8442,0.226,1.99164e+07,20,24796,1890.82,2199.48
333,2042.59,53.7609,18999,14943,381,387,402168,857588,5529.19,53.7264,0.238,1.99164e+07,20,24796,1883.94,2214.43
334,2040.49,53.5174,19057,15481,385,381,405744,859762,5442.24,53.5917,0.23,1.99164e+07,20,24796,1875.2,2208.89
335,2029.93,53.2812,19125,13959,387,385,410910,857720,5523.91,53.454,0.226,1.99164e+07,20,24796,1881.65,2199.3
336,2044.73,53.1189,19483,13640,391,387,416753,853955,5674.53,53.298,0.218,1.99164e+07,20,24796,1889.07,2206.58
337,2034.94,52.7902,19004,15682,383,391,420075,856340,5579.11,53.106,0.234,1.99164e+07,20,24796,1870.84,2204
338,2023.87,52.5544,19012,15451,387,383,423636,857796,5520.89,52.9001,0.226,1.99164e+07,20,24796,1886.09,2169.14
339,2031.77,52.5272,18986,14160,385,387,428462,855662,5606.22,52.6897,0.23,1.99164e+07,20,24796,1889.17,2210.08
340,2039.25,52.0744,19252,13731,389,385,433983,851771,5761.89,52.4855,0.222,1.99164e+07,20,24796,1883.81,2212.94
341,2036.39,51.795,19354,14704,390,389,438633,850110,5828.3,52.2432,0.22,1.99164e+07,20,24796,1886.51,2188.73
342,2042.45,51.4091,18602,16606,375,390,440629,854640,5647.13,51.9587,0.25,1.99164e+07,20,24796,1886.24,2226.11
343,2031.49,51.1611,19367,14079,393,375,445917,850879,5797.53,51.7046,0.214,1.99164e+07,20,24796,1886.35,2190.05
344,2045.25,50.8563,18632,15698,374,393,448851,852554,5730.56,51.4081,0.252,1.99164e+07,20,24796,1888.1,2207.04
345,2030.43,50.3355,19644,14239,397,374,454256,848075,5909.72,51.1382,0.206,1.99164e+07,20,24796,1902.68,2187.23
346,2041.91,50.1222,19329,16439,386,397,457146,849950,5834.7,50.7986,0.228,1.99164e+07,20,24796,1883.27,2197.65
347,2041.99,49.7814,19336,14537,388,386,461945,846621,5967.88,50.4942,0.224,1.99164e+07,20,24796,1886.15,2214.59
348,2046.63,49.3876,19211,14970,385,388,466186,844324,6059.75,50.1695,0.23,1.99164e+07,20,24796,1879.51,2237.08
349,2031.97,49.0358,18777,18047,380,385,466916,849852,5838.63,49.7674,0.24,1.99164e+07,20,24796,1886.53,2198.35
350,2044.65,48.4859,19476,16620,391,380,469772,850350,5818.72,49.4031,0.218,1.99164e+07,20,24796,1873.87,2244.09
351,2036.82,48.0916,19360,14564,390,391,474568,845684,6005.35,49.0711,0.22,1.99164e+07,20,24796,1882.96,2225.04
352,2020.47,47.8187,18724,19894,380,390,473398,854564,5650.16,48.6043,0.24,1.99164e+07,20,24796,1891.72,2176.23
353,2033.94,47.2139,19255,14649,390,380,478004,849794,5840.96,48.2741,0.22,1.99164e+07,20,24796,1877.32,2204.16
354,2038.97,46.9265,19108,15159,385,390,481953,846180,5985.51,47.9093,0.23,1.99164e+07,20,24796,1875.29,2212.07
355,2041.03,46.5277,18909,16931,380,385,483931,846902,5956.65,47.4991,0.24,1.99164e+07,20,24796,1884.25,2200.78
356,2035.12,46.1646,19317,17692,390,380,485556,848001,5912.69,47.0671,0.22,1.99164e+07,20,24796,1875.48,2209.25
357,2043.68,45.7724,19010,18204,381,390,486362,850419,5815.93,46.6231,0.238,1.99164e+07,20,24796,1892.84,2229.4
358,2034.38,45.1479,19659,16989,397,381,489032,848348,5898.78,46.2185,0.206,1.99164e+07,20,24796,1883.03,2218.47
359,2036.75,44.722,18966,18943,381,397,489055,852100,5748.73,45.7563,0.238,1.99164e+07,20,24796,1877.82,2182.04
360,2032.1,43.9278,19080,18187,386,381,489948,853334,5699.35,45.3303,0.228,1.99164e+07,20,24796,1873.06,2204.84
361,2032.98,43.8138,19165,19058,386,386,490055,855930,5595.52,44.86,0.228,1.99164e+07,20,24796,1876.84,2192.39
362,2035.41,43.3694,19014,17659,383,386,491410,855424,5615.75,44.4386,0.234,1.99164e+07,20,24796,1877.95,2213.29
363,2032.93,42.9696,18976,17615,383,383,492771,854340,5659.1,44.0165,0.234,1.99164e+07,20,24796,1879.92,2213.02
364,2032.45,42.6531,19293,17289,388,383,494775,851806,5760.49,43.5985,0.224,1.99164e+07,20,24796,1870.4,2204.49
365,2036.6,41.9544,19048,17071,385,388,496752,848576,5889.67,43.1998,0.23,1.99164e+07,20,24796,1877.98,2228.16
366,2027.92,41.4543,19274,19809,389,385,496217,850198,5824.81,42.73,0.222,1.99164e+07,20,24796,1882.56,2199.23
367,2030.72,41.0911,19145,19859,387,389,495503,851909,5756.36,42.2585,0.226,1.99164e+07,20,24796,1879.74,2194.91
368,2038.35,40.6646,19283,18654,388,387,496132,850389,5817.14,41.8248,0.224,1.99164e+07,20,24796,1875.8,2217.66
369,2037.85,40.2063,19081,20826,384,388,494387,853263,5702.18,41.3487,0.232,1.99164e+07,20,24796,1877.53,2190.63
370,2042.52,39.8265,19206,21710,387,384,491883,856976,5553.67,40.8596,0.226,1.99164e+07,20,24796,1880.93,2236.39
371,2045.45,39.4716,19147,17529,385,387,493501,852202,5744.63,40.4719,0.23,1.99164e+07,20,24796,1883.85,2214.95
372,2033.05,38.8193,19092,18552,387,385,494041,848976,5873.67,40.0745,0.226,1.99164e+07,20,24796,1884.91,2217.33
373,2047.34,38.4742,19003,20606,383,387,492438,849570,5849.93,39.6262,0.234,1.99164e+07,20,24796,1879.31,2217.47
374,2036.26,38.0682,19016,22864,382,383,488590,854268,5662.01,39.1439,0.236,1.99164e+07,20,24796,1876.8,2200.55
375,2026.33,37.7018,19320,24837,389,382,483073,861663,5366.21,38.6413,0.222,1.99164e+07,20,24796,1881.47,2201.06
376,2031.63,37.3425,19165,21813,387,389,480425,863082,5309.44,38.22,0.226,1.99164e+07,20,24796,1884.39,2182.82
377,2041.63,36.892,19235,18324,387,387,481336,857629,5527.55,37.8778,0.226,1.99164e+07,20,24796,1870.57,2206.67
378,2033.54,36.5342,19077,21828,387,387,478585,858253,5502.61,37.4706,0.226,1.99164e+07,20,24796,1873.48,2210.69
379,2041.9,36.3214,18982,20224,382,387,477343,855880,5597.52,37.0982,0.236,1.99164e+07,20,24796,1880.39,2224.98
380,2027.72,35.761,19159,21431,388,382,475071,854693,5645,36.7275,0.224,1.99164e+07,20,24796,1890.44,2211.26
381,2033.93,35.45,19169,23247,387,388,470993,856537,5571.25,36.3296,0.226,1.99164e+07,20,24796,1879.3,2194.86
382,2029.69,35.1912,18803,26394,381,387,463402,864269,5261.94,35.9002,0.238,1.99164e+07,20,24796,1879.92,2195.81
383,2036.24,34.8583,19619,20111,394,381,462910,859276,5461.69,35.5944,0.212,1.99164e+07,20,24796,1881.95,2202.3
384,2037.28,34.57,19131,22158,385,394,459883,858460,5494.33,35.2631,0.23,1.99164e+07,20,24796,1865.82,2218.11
385,2041.57,34.1972,19107,23355,385,385,455635,859218,5464.01,34.9328,0.23,1.99164e+07,20,24796,1874.56,2201.88
386,2031.91,33.9738,19079,24015,386,385,450699,860727,5403.65,34.6059,0.228,1.99164e+07,20,24796,1865.16,2240.88
387,2035.05,33.7016,19229,23013,387,386,446915,860180,5425.53,34.3129,0.226,1.99164e+07,20,24796,1877.49,2196.07
388,2033.74,33.374,19246,24144,389,387,442017,861126,5387.65,34.0256,0.222,1.99164e+07,20,24796,1870.2,2195.85
389,2038.25,33.2496,18989,23846,384,389,437160,861553,5370.58,33.7537,0.232,1.99164e+07,20,24796,1878.95,2219.32
390,2029.88,33.0792,18863,22995,381,384,433028,860984,5393.36,33.5108,0.238,1.99164e+07,20,24796,1872.65,2183.47
391,2034.9,32.7342,19063,21255,385,381,430836,856930,5555.5,33.3054,0.23,1.99164e+07,20,24796,1875.76,2185.73
392,2047.79,32.7497,19399,25403,390,385,424832,858443,5495.01,33.0623,0.22,1.99164e+07,20,24796,1877.83,2234.26
393,2047.82,32.7308,19129,23512,386,390,420449,857198,5544.79,32.8579,0.228,1.99164e+07,20,24796,1876.37,2237.31
394,2036.34,32.4519,18850,25188,380,386,414111,859376,5457.69,32.6711,0.24,1.99164e+07,20,24796,1876.91,2197.36
395,2040.69,32.3577,19386,23098,390,380,410399,856916,5556.06,32.5135,0.22,1.99164e+07,20,24796,1876.62,2235.52
396,2029.51,32.2821,18951,24736,384,390,404614,857598,5528.81,32.3631,0.232,1.99164e+07,20,24796,1867.75,2208.13
397,2027.37,32.232,19372,25921,391,384,398065,859422,5455.82,32.2318,0.218,1.99164e+07,20,24796,1878.72,2190.4
398,2037.93,32.1811,19121,21954,387,391,395232,855363,5618.18,32.138,0.226,1.99164e+07,20,24796,1875.21,2195.68
399,2037.84,32.0943,18766,24526,379,387,389472,855957,5594.43,32.0517,0.242,1.99164e+07,20,24796,1874.22,2220.08
400,2025,32.209,19103,25841,387,379,382734,857961,5514.27,31.9813,0.226,1.99164e+07,20,24796,1874.97,2201.97
401,2032.01,32.2043,19337,26064,390,387,376007,860205,5424.51,31.9464,0.22,1.99164e+07,20,24796,1881.77,2188.28
402,2042.13,32.3957,19369,22927,389,390,372449,857217,5544.02,31.9291,0.222,1.99164e+07,20,24796,1895.55,2215.49
403,2048.15,32.3518,18934,25699,380,389,365684,859762,5442.23,31.9435,0.24,1.99164e+07,20,24796,1886.82,2197.09
404,2037.34,32.3315,19401,18468,392,380,366617,849603,5848.58,31.9642,0.216,1.99164e+07,20,24796,1886.64,2196.59
405,2040.01,32.7076,19059,27033,384,392,358643,854202,5664.62,31.996,0.232,1.99164e+07,20,24796,1881.58,2183.15
406,2027.24,32.6862,19127,22491,387,384,355279,851418,5776,32.0604,0.226,1.99164e+07,20,24796,1884.76,2189.86
407,2032.23,32.7567,18672,24512,377,387,349439,852866,5718.09,32.1483,0.246,1.99164e+07,20,24796,1891.45,2190.97
408,2028.65,33.0844,19683,20682,397,377,348440,846478,5973.61,32.2284,0.206,1.99164e+07,20,24796,1878.46,2192.02
409,2039.65,32.8973,19330,21252,389,397,346518,841801,6160.68,32.3378,0.222,1.99164e+07,20,24796,1875.15,2204.18
410,2026.84,33.456,18341,27768,372,389,337091,849977,5833.65,32.4795,0.256,1.99164e+07,20,24796,1880.15,2196.18
411,2040.58,33.7756,19462,25256,391,372,331297,852273,5741.81,32.6613,0.218,1.99164e+07,20,24796,1885.57,2200.06
412,2034.57,33.8266,19014,22912,384,391,327399,851739,5763.15,32.8604,0.232,1.99164e+07,20,24796,1887.61,2187.12
413,2036.75,34.4584,18974,24732,382,384,321641,854610,5648.32,33.0805,0.236,1.99164e+07,20,24796,1889.04,2205.34
414,2022.7,34.5997,19251,22920,388,382,317972,854669,5645.95,33.3312,0.224,1.99164e+07,20,24796,1870.69,2180.07
415,2041.62,34.9115,19364,21019,389,388,316317,851131,5787.48,33.5691,0.222,1.99164e+07,20,24796,1880.13,2217.76
416,2035.18,34.8577,19125,18178,387,389,317264,843300,6100.7,33.7901,0.226,1.99164e+07,20,24796,1882.1,2205.01
417,2035.56,35.5741,19189,24408,387,387,312045,846329,5979.55,34.0703,0.226,1.99164e+07,20,24796,1884.74,2227.87
418,2045.27,36.3734,19205,25666,384,387,305584,852791,5721.06,34.4071,0.232,1.99164e+07,20,24796,1885.36,2209.38
419,2034.88,36.1724,19056,22001,385,384,302639,853114,5708.14,34.7616,0.23,1.99164e+07,20,24796,1867.39,2221.14
420,2046.16,37.0393,19517,25543,393,385,296613,859556,5450.48,35.1658,0.214,1.99164e+07,20,24796,1872.25,2212.22
421,2022.98,37.139,18817,21647,381,393,293783,860739,5403.14,35.5633,0.238,1.99164e+07,20,24796,1871.84,2201.79
